matrix_dim, etime, flops, cores
16384, 1511.680075, 5818753033.579542, 28
16384, 1511.714934, 5818618857.547120, 28
16384, 1511.571909, 5819169415.517366, 28
16384, 1511.578768, 5819143010.222541, 28
16384, 1511.632901, 5818934621.222564, 28
16384, 1511.602659, 5819051038.205405, 28
16384, 1511.570809, 5819173650.242144, 28
16384, 1511.833556, 5818162315.090194, 28
16384, 1512.112286, 5817089844.218090, 28
