matrix_dim, etime, flops, cores
8192, 90.599962, 12135895021.412922, 1
8192, 90.113466, 12201413135.923548, 1
8192, 90.040250, 12211334683.944124, 1
8192, 89.898711, 12230560544.700134, 1
8192, 89.854950, 12236517050.824690, 1
8192, 89.768486, 12248303126.957048, 1
8192, 89.504880, 12284376313.068069, 1
8192, 89.509431, 12283751728.641867, 1
8192, 89.611215, 12269799352.413647, 1
8192, 90.055655, 12209245802.231964, 1
