matrix_dim, etime, flops, cores
8192, 25.271336, 43508250920.172958, 1
8192, 25.253107, 43539657428.133499, 1
8192, 25.235724, 43569648636.829277, 1
8192, 25.192543, 43644328711.714417, 1
8192, 25.176458, 43672212658.984833, 1
8192, 25.242267, 43558355031.107155, 1
8192, 25.266198, 43517098527.289307, 1
8192, 25.231688, 43576617932.815277, 1
8192, 25.292536, 43471782654.613998, 1
8192, 25.260752, 43526480437.953705, 1
