matrix_dim, etime, flops, cores
16384, 369.453073, 23808417536.719204, 28
16384, 366.160845, 24022483950.210461, 28
16384, 381.050317, 23083809748.432777, 28
16384, 362.733178, 24249485725.863213, 28
16384, 368.683602, 23858107533.103683, 28
16384, 371.826491, 23656445237.539574, 28
16384, 375.158018, 23446368197.328518, 28
16384, 370.806111, 23721542772.006798, 28
16384, 373.098924, 23575766254.978531, 28
16384, 365.812798, 24045339775.695873, 28
