matrix_dim, etime, flops, cores
16384, 475.182636, 18510973162.344257, 28
16384, 474.854051, 18523782209.890003, 28
16384, 475.433504, 18501205632.760788, 28
16384, 476.492503, 18460086920.209110, 28
16384, 475.736803, 18489410461.288193, 28
16384, 476.694576, 18452261605.359657, 28
16384, 475.717385, 18490165168.565365, 28
16384, 475.314004, 18505857071.713795, 28
16384, 475.346066, 18504608855.241898, 28
16384, 474.711118, 18529359622.472546, 28
