matrix_dim, etime, flops, cores
16384, 307.719332, 28584791748.501518, 28
16384, 308.923046, 28473411537.603447, 28
16384, 308.357126, 28525668066.474327, 28
16384, 308.636868, 28499812997.739468, 28
16384, 307.970678, 28561462666.936100, 28
16384, 308.186150, 28541493581.745968, 28
16384, 309.037778, 28462840624.643631, 28
16384, 308.394783, 28522184897.686806, 28
16384, 308.171667, 28542834932.998562, 28
16384, 310.101070, 28365245634.940891, 28
