matrix_dim, etime, flops, cores
16384, 355.193760, 24764210447.300652, 28
16384, 354.878286, 24786224937.436718, 28
16384, 355.039802, 24774949097.701447, 28
16384, 355.477028, 24744476659.144341, 28
16384, 354.679293, 24800131261.702950, 28
16384, 354.768638, 24793885592.017860, 28
16384, 354.696963, 24798895789.271252, 28
16384, 355.377548, 24751403322.215504, 28
16384, 354.840775, 24788845143.876152, 28
16384, 354.228559, 24831687899.585758, 28
