matrix_dim, etime, flops, cores
16384, 495.005139, 17769700411.550678, 28
16384, 496.542228, 17714692781.794983, 28
16384, 500.939166, 17559204029.592686, 28
16384, 499.704287, 17602596677.758739, 28
16384, 506.562984, 17364263280.255787, 28
16384, 502.834977, 17493001530.416611, 28
16384, 506.716231, 17359011778.345818, 28
16384, 499.111156, 17623515155.826332, 28
16384, 499.849059, 17597498412.431740, 28
16384, 503.382629, 17473970128.214336, 28
