matrix_dim, etime, flops, cores
128, 1.178937, 3557699.860128, 28
128, 0.992984, 4223939.157126, 28
128, 1.005431, 4171647.780902, 28
128, 1.000339, 4192882.612794, 28
128, 0.993693, 4220925.376349, 28
128, 0.934662, 4487508.853468, 28
128, 1.002430, 4184136.548188, 28
128, 0.947135, 4428412.000401, 28
128, 1.004981, 4173515.718208, 28
128, 1.006356, 4167813.378168, 28
