matrix_dim, etime, flops, cores
8192, 129.286798, 8504438541.172626, 1
8192, 129.585790, 8484816335.000929, 1
8192, 129.680662, 8478608998.587622, 1
8192, 129.803890, 8470559917.549467, 1
8192, 129.574353, 8485565255.155085, 1
8192, 129.594071, 8484274159.239892, 1
8192, 129.690644, 8477956418.937977, 1
8192, 129.712237, 8476545106.349527, 1
8192, 129.715147, 8476354945.471403, 1
8192, 129.980714, 8459036682.749719, 1
