matrix_dim, etime, flops, cores
8192, 44.615345, 24644248022.199539, 28
8192, 44.547399, 24681836705.572868, 28
8192, 44.487960, 24714813351.207832, 28
8192, 44.736145, 24577701716.944988, 28
8192, 44.811969, 24536115067.293743, 28
8192, 44.719628, 24586779384.121891, 28
matrix_dim, etime, flops, cores
8192, 44.968880, 24450500607.887054, 28
matrix_dim, etime, flops, cores
8192, 183.922918, 5978111046.367805, 3
8192, 186.098427, 5908226337.539114, 3
8192, 183.142749, 6003577175.616163, 3
8192, 182.348309, 6029733063.090813, 3
8192, 184.760001, 5951026314.272428, 3
8192, 182.045508, 6039762473.985351, 3
8192, 183.020242, 6007595748.758763, 3
8192, 181.922905, 6043832841.037802, 3
8192, 181.469932, 6058919048.782142, 3
8192, 182.524805, 6023902492.463970, 3
matrix_dim, etime, flops, cores
8192, 140.392400, 7831703338.471313, 4
8192, 140.179670, 7843588358.968173, 4
8192, 139.135815, 7902434235.038620, 4
8192, 140.920336, 7802363086.730081, 4
8192, 139.701087, 7870458644.147844, 4
8192, 139.258607, 7895466222.608416, 4
8192, 140.648935, 7817418793.651015, 4
8192, 140.251004, 7839598979.098930, 4
8192, 140.641997, 7817804434.162009, 4
8192, 140.334119, 7834955858.282761, 4
matrix_dim, etime, flops, cores
8192, 117.199968, 9381501092.013950, 5
8192, 115.163012, 9547437225.556414, 5
8192, 116.558188, 9433156491.554243, 5
8192, 115.200274, 9544349067.919752, 5
8192, 116.467064, 9440537006.891495, 5
8192, 114.615713, 9593026985.540804, 5
8192, 114.240003, 9624576320.923241, 5
8192, 114.909135, 9568531063.922812, 5
8192, 116.839245, 9410465017.777203, 5
8192, 116.881124, 9407093208.446558, 5
matrix_dim, etime, flops, cores
8192, 101.258839, 10858426174.291807, 6
8192, 104.608121, 10510767398.030216, 6
8192, 97.863692, 11235133329.897261, 6
8192, 103.493278, 10623990746.297552, 6
8192, 100.037800, 10990961694.239576, 6
8192, 100.566294, 10933202209.638947, 6
8192, 100.930855, 10893711618.473856, 6
8192, 99.996322, 10995520693.011087, 6
8192, 100.890279, 10898092845.753752, 6
8192, 98.957909, 11110901987.389406, 6
matrix_dim, etime, flops, cores
8192, 90.655261, 12128492220.390829, 7
8192, 88.585691, 12411842311.824379, 7
8192, 91.261915, 12047869341.510092, 7
8192, 90.083104, 12205525553.115931, 7
8192, 86.395742, 12726456215.585255, 7
8192, 89.840012, 12238551657.539850, 7
8192, 92.666558, 11865247307.189289, 7
8192, 90.486025, 12151176137.707453, 7
8192, 89.310973, 12311047465.309776, 7
8192, 87.626444, 12547714794.588718, 7
matrix_dim, etime, flops, cores
8192, 84.846011, 12958907729.627972, 8
8192, 84.662123, 12987054763.273537, 8
8192, 82.637505, 13305237467.854336, 8
8192, 79.659300, 13802677500.003138, 8
8192, 86.720182, 12678843637.297718, 8
8192, 81.523833, 13486996223.251673, 8
8192, 82.688503, 13297031484.243946, 8
8192, 82.578879, 13314683380.189745, 8
8192, 81.717016, 13455112308.261477, 8
8192, 84.162351, 13064174357.201595, 8
matrix_dim, etime, flops, cores
8192, 76.569413, 14359671632.535566, 9
8192, 76.591056, 14355613895.387472, 9
8192, 78.802178, 13952807595.952488, 9
8192, 77.586264, 14171472772.242262, 9
8192, 80.525057, 13654279409.898460, 9
8192, 78.005537, 14095302334.448385, 9
8192, 77.238340, 14235308886.441631, 9
8192, 81.801936, 13441144324.212572, 9
8192, 72.133145, 15242807280.564295, 9
8192, 80.722601, 13620864716.388412, 9
