matrix_dim, etime, flops, cores
1024, 0.064304, 33395801940.781288, 28
1024, 0.112461, 19095363263.709198, 28
1024, 0.056033, 38325337711.705605, 28
1024, 0.059159, 36300201964.198181, 28
1024, 0.056134, 38256380233.013863, 28
1024, 0.072581, 29587407834.006149, 28
1024, 0.057273, 37495567684.598328, 28
1024, 0.051453, 41736801508.172508, 28
1024, 0.058256, 36862875034.331230, 28
1024, 0.064519, 33284515383.065456, 28
